seq,number,name,algorithm,algorithm_id,information,correct_user,submission_cnt,correct_rate,level,avg_try,time_limit,memory_limit
1257,17788,Gluttonous Goop,"수학,구현,그래프 이론,그래프 탐색,너비 우선 탐색,시뮬레이션,애드 혹","124,102,7,11,126,141,109","출처,다국어,분류",34,86,39.535,16,2.53,3 초,512 MB
1258,18287,체스판 이동,"수학,다이나믹 프로그래밍,분할 정복을 이용한 거듭제곱","124,25,39",분류,34,62,69.388,18,1.44,2 초,512 MB
1259,20332,Divvying Up,"수학,구현,사칙연산","124,102,121","출처,다국어,분류",34,61,55.738,3,1.79,2 초,512 MB
1260,1160,Random Number Generator,"수학,분할 정복을 이용한 거듭제곱","124,39","출처,다국어,분류",33,305,45.205,17,2.21,2 초,128 MB
1261,3142,즐거운 삶을 위한 노력,"수학,정수론,소수 판정,에라토스테네스의 체","124,95,9,67","출처,다국어,분류",33,155,40.244,13,2.48,1 초,128 MB
1262,6200,Round Numbers,"수학,다이나믹 프로그래밍,조합론","124,25,6","출처,다국어,분류",33,90,46.479,18,2.15,1 초,128 MB
1263,8244,Tales of seafaring,"수학,그래프 이론,그래프 탐색,정수론,다익스트라,오프라인 쿼리","124,7,11,95,22,123","출처,다국어,분류",33,134,25.191,16,3.97,5 초,128 MB
1264,9884,Euclid,"수학,브루트포스 알고리즘,정수론,유클리드 호제법","124,125,95,26","출처,다국어,분류",33,41,84.615,5,1.19,2 초,512 MB
1265,12516,챔피언소트 (Large),"수학,조합론","124,6","출처,다국어,분류",33,66,60.0,16,1.67,5 초,512 MB
1266,13245,Sum of digits,"수학,조합론","124,6","출처,다국어,분류",33,55,94.286,14,1.06,2 초,512 MB
1267,14555,Just as Tic Tac Toe,"수학,게임 이론,고속 푸리에 변환,스프라그–그런디 정리","124,140,28,70","출처,분류",33,161,34.375,21,2.91,2 초,256 MB
1268,15715,배열과 gcd,"수학,정수론,포함 배제의 원리","124,95,38","출처,분류",33,192,25.191,20,3.97,0.5 초,128 MB
1269,16363,Secret Code,"수학,기하학,포함 배제의 원리,미적분학,3차원 기하학","124,100,38,111,131","출처,다국어,분류",33,75,63.461999999999996,19,1.58,1 초,512 MB
1270,18876,Exercise,"수학,다이나믹 프로그래밍,정수론,조합론,소수 판정,에라토스테네스의 체,순열 사이클 분할","124,25,95,6,9,67,171","출처,다국어,분류",33,52,67.347,19,1.48,1 초,512 MB
1271,20974,Even More Odd Photos,"수학,그리디 알고리즘","124,33","출처,다국어,분류",32,53,62.745,7,1.59,1 초,512 MB
1272,3031,리그,"수학,브루트포스 알고리즘,Case work","124,125,137","출처,다국어,분류",32,258,15.92,15,6.28,1 초,128 MB
1273,3752,최대공약수 행렬식,"수학,정수론,선형대수학","124,95,144","출처,다국어,분류",32,81,50.0,21,2.0,1 초,128 MB
1274,3847,Comparing answers,"수학,무작위화,휴리스틱","124,115,142","출처,다국어,분류",32,126,54.236999999999995,20,1.84,10 초,128 MB
1275,3989,유행성 독감,"수학,분할 정복을 이용한 거듭제곱","124,39","출처,다국어,분류",32,164,45.714,17,2.19,1 초,128 MB
1276,7908,Will It Stop?,수학,124,"출처,다국어,분류",32,59,71.111,9,1.41,3 초,64 MB
1277,9228,Check Digits,"수학,사칙연산","124,121","출처,다국어,분류",32,71,45.714,4,2.19,1 초,128 MB
1278,13018,특이한 수열,"수학,애드 혹","124,109","스페셜 저지,분류",32,126,42.667,15,2.34,2 초,512 MB
1279,14559,Protocol,"수학,다이나믹 프로그래밍,분할 정복을 이용한 거듭제곱,벌래캠프–매시","124,25,39,110","출처,분류",32,105,41.558,19,2.41,2 초,256 MB
1280,15578,Timovi,수학,124,"출처,다국어,분류",32,76,51.613,9,1.94,1 초,64 MB
1281,15825,System Call,수학,124,"서브태스크,출처,분류",32,325,16.667,19,6.0,1 초,512 MB
1282,16325,King’s Colors,"수학,다이나믹 프로그래밍,트리,조합론,트리에서의 다이나믹 프로그래밍,포함 배제의 원리","124,25,120,6,92,38","출처,다국어,분류",32,84,58.181999999999995,18,1.72,1 초,512 MB
1283,20028,Min-hashing,"수학,그래프 이론,그래프 탐색","124,7,11","출처,다국어,분류",32,52,71.111,15,1.41,1 초 (추가 시간 없음),1024 MB
1284,2392,다각형의 분할,"수학,다이나믹 프로그래밍","124,25",분류,31,102,46.97,19,2.13,2 초,128 MB
1285,12972,GCD 테이블,"수학,정수론","124,95","스페셜 저지,분류",31,64,67.391,14,1.48,2 초,512 MB
1286,13253,토러스,수학,124,"스페셜 저지,분류",31,58,79.487,14,1.26,2 초,512 MB
1287,16030,Toys,"수학,브루트포스 알고리즘,정수론","124,125,95","출처,다국어,분류",31,67,52.542,17,1.9,4 초,512 MB
1288,16601,Access Points,"수학,자료 구조,스택,미적분학","124,175,71,111","스페셜 저지,출처,다국어,분류",31,44,73.81,21,1.35,1 초,512 MB
1289,17118,갓 소수,"수학,정수론,페르마의 소정리","124,95,29","출처,분류",31,393,11.698,21,8.55,-2 초,512 MB
1290,17792,Keep Him Inside,"수학,기하학,구성적","124,100,128","스페셜 저지,출처,다국어,분류",31,111,34.444,16,2.9,1 초,512 MB
1291,1540,정사각형의 개수,수학,124,분류,30,80,40.541,12,2.47,2 초,128 MB
1292,3990,화면 보호기,"수학,자료 구조,세그먼트 트리,분할 정복,느리게 갱신되는 세그먼트 트리","124,175,65,24,66","스페셜 저지,출처,다국어,분류",30,207,30.612,22,3.27,2 초,128 MB
1293,9356,Skill,"수학,다이나믹 프로그래밍,조합론","124,25,6","출처,다국어,분류",30,103,50.847,15,1.97,1 초,128 MB
1294,10793,Tile Cutting,"수학,자료 구조,세그먼트 트리,기하학,정수론,고속 푸리에 변환","124,175,65,100,95,28","출처,다국어,분류",30,133,50.0,20,2.0,15 초,256 MB
1295,11574,CYK의 너무너무 재밌는 그래프 만들기 놀이,"수학,다이나믹 프로그래밍,조합론","124,25,6","출처,분류",30,62,65.217,16,1.53,1 초,256 MB
1296,11618,Frightful Formula,"수학,조합론,고속 푸리에 변환","124,6,28","출처,다국어,분류",30,107,40.541,21,2.47,10 초,512 MB
1297,13727,5차원 구사과 초콜릿,"수학,다이나믹 프로그래밍,비트마스킹,비트필드를 이용한 다이나믹 프로그래밍,분할 정복을 이용한 거듭제곱,벌래캠프–매시","124,25,14,87,39,110",분류,30,106,41.667,25,2.4,2 초,512 MB
1298,14882,다항식과 쿼리,"수학,정수론,고속 푸리에 변환","124,95,28",분류,30,251,26.087,22,3.83,10 초,512 MB
1299,15679,수열의 개수,"수학,조합론,Case work","124,6,137","스페셜 저지,출처,분류",30,487,6.944,20,14.4,1 초,128 MB
1300,15879,Edge Coloring,"수학,그래프 이론,그래프 탐색,선형대수학,가우스 소거법","124,7,11,144,32","출처,분류",30,114,56.604,21,1.77,2 초,256 MB
1301,16391,Zebras and Ocelots,"수학,구현","124,102","출처,다국어,분류",30,55,63.83,6,1.57,2 초,512 MB
1302,17372,피보나치 수의 최대공약수의 합,"수학,다이나믹 프로그래밍,정수론,오일러 피 함수","124,25,95,151",분류,30,168,54.545,24,1.83,1 초,512 MB
1303,17793,Lucky Draw,"수학,다이나믹 프로그래밍,조합론","124,25,6","스페셜 저지,출처,다국어,분류",30,83,44.776,19,2.23,2 초,512 MB
1304,18194,Bad Hair Day와 기댓값,"수학,조합론","124,6","출처,분류",30,41,85.714,20,1.17,2 초 (추가 시간 없음),512 MB
1305,18286,직사각형 색칠 2,"수학,다이나믹 프로그래밍,비트마스킹,비트필드를 이용한 다이나믹 프로그래밍,분할 정복을 이용한 거듭제곱","124,25,14,87,39",분류,30,48,78.947,18,1.27,1 초,512 MB
1306,19751,Fractification,"수학,브루트포스 알고리즘,조합론","124,125,6","스페셜 저지,출처,다국어,분류",30,77,54.545,4,1.83,2 초,512 MB
1307,1177,조쌤포스,"수학,기하학","124,100","출처,다국어,분류",29,162,22.656,16,4.41,2 초,128 MB
1308,1742,레이싱결과,"수학,다이나믹 프로그래밍,그래프 이론,그래프 탐색,조합론,비트마스킹","124,25,7,11,6,14","출처,분류",29,162,29.0,17,3.45,2 초,128 MB
1309,8202,Conspiracy,"수학,그래프 이론","124,7","출처,다국어,분류",29,241,13.062999999999999,22,7.66,3 초,128 MB
1310,9239,스티브 잡숭,수학,124,"출처,다국어,분류",29,253,16.959,6,5.9,1 초,128 MB
1311,11087,Bobby’s Bet,"수학,다이나믹 프로그래밍","124,25","출처,다국어,분류",29,61,63.043,9,1.59,2 초,256 MB
1312,12020,LU 분해,"수학,선형대수학","124,144","스페셜 저지,출처,분류",29,134,35.366,17,2.83,3 초,128 MB
1313,12515,챔피언소트 (Small),"수학,조합론","124,6","출처,다국어,분류",29,44,76.316,17,1.31,5 초,512 MB
1314,13010,h(n),"수학,이분 탐색","124,12",분류,29,420,9.236,16,10.83,2 초,512 MB
1315,16128,스눕시티,"수학,분할 정복","124,24","출처,분류",29,90,32.955,20,3.03,2 초 (추가 시간 없음),512 MB
1316,16265,Spreadsheets,수학,124,"출처,다국어,분류",29,80,46.032,4,2.17,2 초,512 MB
1317,16581,Lie Detector,"수학,구현,사칙연산","124,102,121","출처,다국어,분류",29,38,80.556,5,1.24,1 초,512 MB
1318,20674,Statistics,수학,124,"출처,다국어,분류",29,36,85.294,3,1.17,2 초,512 MB
1319,2431,신호 장애,"수학,그리디 알고리즘,이분 탐색","124,33,12","스페셜 저지,출처,다국어,분류",28,108,30.108,21,3.32,1 초,128 MB
1320,3360,깡총깡총,수학,124,"출처,다국어,분류",28,80,58.333,6,1.71,1 초,128 MB
1321,3501,최대공약수 맞추기 게임,"수학,그리디 알고리즘","124,33","출처,다국어,분류",28,88,53.846000000000004,18,1.86,1 초,128 MB
1322,6479,Factorial Frequencies,"수학,사칙연산,임의 정밀도 / 큰 수 연산","124,121,117","출처,다국어,분류",28,69,43.75,4,2.29,1 초,128 MB
1323,7772,구조 이성질체,"수학,다이나믹 프로그래밍","124,25","출처,다국어,분류",28,92,56.0,19,1.79,1 초,128 MB
1324,8322,"(K,N)-나이트","수학,구현,정수론","124,102,95","출처,다국어,분류",28,241,26.415,16,3.79,1 초,128 MB
1325,9842,Prime,"수학,정수론,소수 판정,에라토스테네스의 체","124,95,9,67","출처,다국어,분류",28,37,90.323,7,1.11,2 초,512 MB
1326,10222,Tons Of Damage,"수학,조합론","124,6","스페셜 저지,출처,분류",28,226,21.875,19,4.57,1 초,256 MB
1327,12720,Number Sets (Large),수학,124,"출처,다국어,분류",28,57,50.909,15,1.96,50 초,512 MB
1328,12967,pqr,"수학,누적 합","124,139",분류,28,117,38.356,16,2.61,2 초,512 MB
1329,13478,Folding,수학,124,"출처,다국어,분류",28,54,54.902,6,1.82,2 초,256 MB
1330,14378,Rank and File (Large),"수학,조합론","124,6","출처,다국어,분류",28,33,90.323,11,1.11,5 초,512 MB
1331,14878,부분 수열 XOR합,"수학,고속 푸리에 변환","124,28",분류,28,100,36.364000000000004,22,2.75,2 초,512 MB
1332,15315,태풍의 아들 KDH,"수학,다이나믹 프로그래밍,트리,정수론,트리에서의 다이나믹 프로그래밍","124,25,120,95,92","출처,분류",28,109,31.111,21,3.21,2 초,512 MB
1333,16069,Hyper Illuminati,"수학,브루트포스 알고리즘","124,125","스페셜 저지,출처,다국어,분류",28,63,48.276,10,2.07,2 초,512 MB
1334,16224,Path Equality,"수학,구성적,선형대수학","124,128,144","스페셜 저지,출처,분류",28,203,31.461,23,3.18,1 초 (추가 시간 없음),1024 MB
1335,16308,Entirely Unsorted Sequences,"수학,다이나믹 프로그래밍,조합론","124,25,6","출처,다국어,분류",28,78,50.0,20,2.0,4 초,512 MB
1336,16424,Repeating Goldbachs,"수학,정수론,소수 판정,에라토스테네스의 체","124,95,9,67","출처,다국어,분류",28,36,84.848,10,1.18,2 초,512 MB
1337,16921,로마 숫자 만들기 2,수학,124,분류,28,56,63.636,17,1.57,2 초,512 MB
1338,17030,Cow Dating,"수학,두 포인터,확률론","124,80,177","출처,다국어,분류",28,103,37.838,21,2.64,2 초,512 MB
1339,18067,Accurate Movement,"수학,구현,브루트포스 알고리즘,시뮬레이션","124,102,125,141","출처,다국어,분류",28,39,84.848,5,1.18,2 초 (추가 시간 없음),512 MB
1340,18289,팀 연습 더,"수학,다이나믹 프로그래밍,분할 정복을 이용한 거듭제곱","124,25,39",분류,28,57,62.222,18,1.61,1 초,512 MB
1341,1345,등차수열,"수학,임의 정밀도 / 큰 수 연산,매개 변수 탐색","124,117,170","스페셜 저지,분류",27,374,11.489,14,8.7,2 초,128 MB
1342,2076,2차원 벡터,"수학,구현,기하학,스위핑,두 포인터","124,102,100,106,80",분류,27,418,18.121,20,5.52,2 초,128 MB
1343,3159,전구,"수학,다이나믹 프로그래밍,조합론","124,25,6","출처,다국어,분류",27,64,45.0,19,2.22,1 초,128 MB
1344,6662,Divisors,"수학,정수론,소수 판정","124,95,9","출처,다국어,분류",27,94,49.091,8,2.04,1 초,256 MB
1345,7516,알렉산드리아의 디오판토스,"수학,정수론,소수 판정","124,95,9","출처,다국어,분류",27,99,30.682,15,3.26,1 초,128 MB
1346,9334,IQ 테스트,"수학,선형대수학","124,144","출처,다국어,분류",27,145,22.689,17,4.41,2 초,128 MB
1347,9614,잠금 패턴과 스패닝 트리,"수학,선형대수학,가우스 소거법","124,144,32","출처,다국어,분류",27,81,55.102,16,1.81,1 초,128 MB
1348,10128,Supercomputer,"수학,다이나믹 프로그래밍,브루트포스 알고리즘,볼록 껍질을 이용한 최적화","124,25,125,89","출처,다국어,분류",27,91,41.538000000000004,25,2.41,2 초,256 MB
1349,10386,\(\text{Con}+\cfrac{\text{tin}}{\text{ued}+\cfrac{\text{Frac}}{\text{tions}}}\),"수학,사칙연산,재귀","124,121,62","출처,다국어,분류",27,182,24.324,15,4.11,3 초,256 MB
1350,10477,경운기,"수학,브루트포스 알고리즘","124,125","출처,다국어,분류",27,107,30.337,11,3.3,3 초,256 MB
1351,13405,Placing Medals on a Binary Tree,"수학,정수론","124,95","출처,다국어,분류",27,71,43.548,20,2.3,4 초,512 MB
1352,14066,Kocka,"수학,구현,문자열","124,102,158","출처,다국어,분류",27,73,50.0,10,2.0,1 초,512 MB
1353,14256,SSR,"수학,정수론,사칙연산,소수 판정,에라토스테네스의 체","124,95,121,9,67",분류,27,117,38.571,13,2.59,2 초,512 MB
1354,14856,조금 똑똑한 뢰벗과 조금 잘생긴 사냐,수학,124,분류,27,56,55.102,10,1.81,1 초,128 MB
1355,15604,Factor-Free Tree,"수학,정수론,분할 정복,소수 판정,에라토스테네스의 체","124,95,24,9,67","스페셜 저지,출처,다국어,분류",27,119,27.0,22,3.7,6 초,512 MB
1356,17257,불확정성이 넘쳐흘러,"수학,정수론,포함 배제의 원리","124,95,38","출처,분류",27,73,41.538000000000004,19,2.41,1 초,256 MB
1357,18210,Fast Forwarding,수학,124,"출처,다국어,분류",27,32,84.375,10,1.19,2 초,512 MB
1358,18348,질서와 혼돈,"수학,정수론,소수 판정,에라토스테네스의 체","124,95,9,67","서브태스크,스페셜 저지,출처,분류",27,239,20.301,22,4.93,1 초,1024 MB
1359,18913,Graph Coloring,"수학,조합론,비트마스킹,구성적","124,6,14,128","스페셜 저지,출처,다국어,분류",27,55,57.446999999999996,22,1.74,1 초,512 MB
1360,19849,문제지 나르기,"수학,비트마스킹,백트래킹","124,14,5","출처,분류",27,89,40.299,20,2.48,2 초 (추가 시간 없음),1024 MB
1361,8339,Fibonacci Machine,"수학,자료 구조,세그먼트 트리,느리게 갱신되는 세그먼트 트리,선형대수학","124,175,65,66,144","출처,다국어,분류",26,105,52.0,20,1.92,2 초,512 MB
1362,9497,피라미드 수열,"수학,정수론,애드 혹,유클리드 호제법","124,95,109,26",분류,26,93,47.273,17,2.12,1 초,128 MB
1363,9765,여섯 방정식,"수학,브루트포스 알고리즘,정수론,유클리드 호제법","124,125,95,26","스페셜 저지,출처,다국어,분류",26,53,59.091,12,1.69,1 초,128 MB
1364,12765,Balanced Diet,"수학,자료 구조,그리디 알고리즘,우선순위 큐","124,175,33,59","출처,다국어,분류",26,70,43.333,23,2.31,2 초,512 MB
1365,13132,World Cup,"수학,다이나믹 프로그래밍,브루트포스 알고리즘,확률론,통계학","124,25,125,177,178","스페셜 저지,출처,분류",26,133,31.706999999999997,14,3.15,1 초,32 MB
1366,13890,Big Bang,"수학,정수론,뫼비우스 반전 공식","124,95,51","출처,다국어,분류",26,60,59.091,19,1.69,1 초,512 MB
1367,15079,Arggggggh!,수학,124,"스페셜 저지,출처,다국어,분류",26,45,65.0,4,1.54,2 초,512 MB
1368,15827,그날의 너,"수학,구현,트리,미적분학","124,102,120,111","서브태스크,출처,분류",26,128,35.616,17,2.81,1 초,512 MB
1369,16034,Skyscraper “MinatoHarukas”,수학,124,"출처,다국어,분류",26,37,74.286,7,1.35,2 초,512 MB
1370,17236,Heights,"수학,이분 탐색,기하학","124,12,100","스페셜 저지,출처,분류",26,59,48.148,12,2.08,1 초,256 MB
1371,17368,교점 세기,"수학,Case work,두 포인터","124,137,80","출처,분류",26,152,24.528000000000002,21,4.08,2 초 (추가 시간 없음),1024 MB
1372,17634,이상한 기계,"수학,정수론","124,95","출처,다국어,분류",26,92,38.235,18,2.62,4 초,512 MB
1373,19533,길이 문자열,수학,124,"출처,분류",26,344,40.625,23,2.46,3 초 (추가 시간 없음),1024 MB
1374,19567,개구리 2,"수학,기하학","124,100","출처,분류",26,48,54.167,15,1.85,1 초,256 MB
1375,19569,돌멩이 게임,"수학,다이나믹 프로그래밍,게임 이론","124,25,140","출처,인터랙티브,분류",26,68,46.428999999999995,18,2.15,3 초,256 MB
1376,20189,사탕 돌리기,"수학,구현,그리디 알고리즘,애드 혹","124,102,33,109","서브태스크,출처,분류",26,106,36.62,19,2.73,2 초,512 MB
1377,1862,미터계,수학,124,분류,25,74,69.444,8,1.44,0.5 초,128 MB
1378,3307,대회가 끝나고 난 뒤 빰빠빰,"수학,자료 구조,스택","124,175,71","스페셜 저지,출처,다국어,분류",25,243,30.488000000000003,15,3.28,1 초,128 MB
1379,3606,Cellular Automaton,"수학,분할 정복을 이용한 거듭제곱,선형대수학","124,39,144","출처,다국어,분류",25,79,41.667,20,2.4,1 초,128 MB
1380,4727,Close Enough Computations,수학,124,"출처,다국어,분류",25,59,49.02,4,2.04,1 초,128 MB
1381,4839,소진법,"수학,구현,정수론","124,102,95","출처,다국어,분류",25,37,73.529,6,1.36,1 초,128 MB
1382,10562,나이트,"수학,벌래캠프–매시","124,110","출처,다국어,분류",25,38,89.286,20,1.12,60 초,256 MB
1383,10985,사냥꾼,"수학,기하학","124,100","출처,분류",25,240,20.833000000000002,15,4.8,1 초,128 MB
1384,11290,Wonowon,"수학,구현,브루트포스 알고리즘,정수론,소수 판정,에라토스테네스의 체","124,102,125,95,9,67","출처,다국어,분류",25,40,83.333,5,1.2,1 초,256 MB
1385,11912,격자 보존하기,"수학,그리디 알고리즘,정렬,조합론","124,33,97,6","출처,분류",25,108,25.253,15,3.96,1 초,32 MB
1386,15228,3D Printed Statues,수학,124,"출처,다국어,분류",25,40,67.568,5,1.48,2 초,512 MB
1387,16154,배열과 가희,"수학,정수론,소수 판정,에라토스테네스의 체,포함 배제의 원리","124,95,9,67,38","출처,분류",25,132,29.07,20,3.44,2 초,512 MB
1388,16532,Looking for the Risk Factor,"수학,자료 구조,세그먼트 트리,정렬,정수론,소수 판정,에라토스테네스의 체,머지 소트 트리","124,175,65,97,95,9,67,155","출처,다국어,분류",25,45,64.10300000000001,18,1.56,2 초,512 MB
1389,17014,Pretty Average Primes,"수학,정수론,소수 판정,에라토스테네스의 체","124,95,9,67","스페셜 저지,출처,다국어,분류",25,59,43.103,10,2.32,1 초,512 MB
1390,17415,Huge Integer!,"수학,정수론","124,95","서브태스크,분류",25,343,12.69,18,7.88,1 초,256 MB
1391,18086,Gnoll Hypothesis,"수학,다이나믹 프로그래밍,확률론,기댓값의 선형성","124,25,177,179","스페셜 저지,출처,다국어,분류",25,54,48.077,17,2.08,2 초,512 MB
1392,18197,분수 계산,수학,124,"출처,분류",25,96,32.051,21,3.12,1 초 (추가 시간 없음),512 MB
1393,18226,안 읽은 사람은 누구?,"수학,정수론,조합론","124,95,6","출처,분류",25,119,35.211,18,2.84,1 초,256 MB
1394,19741,Patterns,"수학,구현,브루트포스 알고리즘,정수론,소수 판정,에라토스테네스의 체","124,102,125,95,9,67","출처,다국어,분류",25,38,75.758,5,1.33,1 초,512 MB
1395,20296,폰친구,"수학,정수론,조합론,포함 배제의 원리,페르마의 소정리","124,95,6,38,29","출처,분류",25,127,31.25,17,3.2,1 초 (추가 시간 없음),1024 MB
1396,2055,삼각형 찾기,수학,124,분류,24,219,22.642,15,4.42,2 초,128 MB
1397,3189,tomo,"수학,구현,사칙연산,시뮬레이션","124,102,121,141","출처,다국어,분류",24,92,30.769000000000002,4,3.25,1 초,128 MB
1398,6323,Carbon Dating,수학,124,"출처,다국어,분류",24,50,72.727,4,1.38,1 초,128 MB
1399,10590,Burrito King,"수학,그리디 알고리즘","124,33","스페셜 저지,출처,다국어,분류",24,128,26.965999999999998,16,3.71,1 초,256 MB
1400,10908,Phibonacci,"수학,정수론,분할 정복을 이용한 거듭제곱","124,95,39","출처,분류",24,187,23.301,21,4.29,1 초,256 MB
1401,10915,Wiring,"수학,정수론","124,95","출처,분류",24,28,88.889,11,1.13,1 초,256 MB
1402,11751,Bringing Order to Disorder,"수학,다이나믹 프로그래밍,조합론,백트래킹","124,25,6,5","출처,다국어,분류",24,51,75.0,19,1.33,1 초,256 MB
1403,11767,Squawk Virus,"수학,분할 정복을 이용한 거듭제곱","124,39","출처,다국어,분류",24,60,46.153999999999996,16,2.17,1 초,256 MB
1404,13059,Tourists,"수학,트리,정수론,최소 공통 조상","124,120,95,41","출처,다국어,분류",24,64,43.636,17,2.29,5 초,512 MB
1405,13407,Skinny Polygon,"수학,정수론,구성적,확장 유클리드 호제법","124,95,128,27","스페셜 저지,출처,다국어,분류",24,89,31.579,22,3.17,3 초,512 MB
1406,14398,피타고라스 수,"수학,정수론,이분 매칭","124,95,13",분류,24,157,29.268,18,3.42,2 초,512 MB
1407,14707,그림 그리기,"수학,정수론,고속 푸리에 변환,중국인의 나머지 정리","124,95,28,19","출처,분류",24,132,28.916,21,3.46,2 초,512 MB
1408,15120,Unloaded Die,수학,124,"출처,다국어,분류",24,40,63.158,7,1.58,1 초,512 MB
1409,17547,Floor Plan,수학,124,"스페셜 저지,출처,다국어,분류",24,41,61.538000000000004,9,1.63,1 초 (추가 시간 없음),512 MB
1410,18007,Rainbow Strings,"수학,조합론","124,6","출처,다국어,분류",24,27,92.30799999999999,9,1.08,1 초 (추가 시간 없음),512 MB
1411,18380,전자식 계산기 (Calculator),"수학,구현,문자열,정수론,해싱,라빈–카프","124,102,158,95,8,61","스페셜 저지,출처,분류",24,94,40.678000000000004,19,2.46,1 초 (추가 시간 없음),1024 MB
1412,19853,전국일주,"수학,그래프 이론,구성적","124,7,128","출처,인터랙티브,분류",24,69,40.0,22,2.5,1 초 (추가 시간 없음),1024 MB
1413,20023,Advertisement Matching,"수학,자료 구조,세그먼트 트리,애드 혹","124,175,65,109","출처,다국어,분류",24,111,39.344,22,2.54,2 초 (추가 시간 없음),1024 MB
1414,20877,Minigolf,"수학,구현,사칙연산","124,102,121","출처,다국어,분류",24,30,82.759,3,1.21,1 초,1024 MB
1415,20975,Just Stalling,"수학,그리디 알고리즘,정렬","124,33,97","출처,다국어,분류",24,29,96.0,7,1.04,1 초,512 MB
1416,1754,진영 순열,"수학,다이나믹 프로그래밍,조합론","124,25,6",분류,23,86,47.917,16,2.09,2 초,128 MB
1417,2709,가장 작은 K,"수학,정수론,임의 정밀도 / 큰 수 연산,런타임 전의 전처리","124,95,117,172","출처,다국어,분류",23,35,85.185,18,1.17,1 초,128 MB
1418,3959,스키 점프,"수학,기하학,물리학,수치해석","124,100,116,122","스페셜 저지,출처,다국어,분류",23,105,43.396,16,2.3,2 초,128 MB
1419,4461,뱀파이어 김상근 백작,"수학,이분 탐색","124,12","출처,다국어,분류",23,109,30.263,13,3.3,2 초,128 MB
1420,7345,다항식의 나머지 연산,"수학,비트마스킹","124,14","출처,다국어,분류",23,92,37.097,7,2.7,1 초,128 MB
1421,8878,"Hey, Better Bettor","수학,조합론","124,6","스페셜 저지,출처,다국어,분류",23,97,25.0,26,4.0,4 초,128 MB
1422,9570,Farmer John has no Large Brown Cow,"수학,구현,브루트포스 알고리즘,조합론","124,102,125,6","출처,다국어,분류",23,60,52.273,14,1.91,1 초,128 MB
1423,11469,Distribution in Metagonia,"수학,그리디 알고리즘,정수론,애드 혹,구성적","124,33,95,109,128","스페셜 저지,출처,다국어,분류",23,39,74.194,18,1.35,2 초,256 MB
1424,12902,Alice and Bob,"수학,정수론","124,95",분류,23,42,60.526,13,1.65,2 초,512 MB
1425,13318,위험한 해싱,"수학,정수론,해싱","124,95,8","스페셜 저지,출처,분류",23,83,79.31,23,1.26,5 초,512 MB
1426,13558,등차수열의 개수,"수학,조합론","124,6",분류,23,250,23.469,13,4.26,3 초,512 MB
1427,14232,보석 도둑,수학,124,분류,23,81,43.396,11,2.3,2 초,512 MB
1428,14638,Posterize,"수학,다이나믹 프로그래밍,삼분 탐색","124,25,101","출처,다국어,분류",23,52,54.762,15,1.83,2 초,512 MB
1429,17360,팰린드롬과 관련된 수열의 개수,"수학,Case work","124,137",분류,23,81,37.705,12,2.65,0.25 초 (추가 시간 없음),512 MB
1430,17682,Tents,"수학,다이나믹 프로그래밍,조합론","124,25,6","출처,다국어,분류",23,24,95.833,18,1.04,2 초,512 MB
1431,18886,New Year and Permutation,"수학,조합론","124,6","다국어,분류",23,27,88.462,13,1.13,1 초 (추가 시간 없음),1024 MB
1432,20669,Close to You,"수학,분할 정복을 이용한 거듭제곱","124,39","출처,분류",23,188,19.008,16,5.26,1 초,512 MB
1433,3435,Justice for All,"수학,조합론,구성적","124,6,128","스페셜 저지,출처,다국어,분류",22,68,42.308,23,2.36,1 초,128 MB
1434,5025,낙서,수학,124,"출처,다국어,분류",22,140,44.898,17,2.23,1 초,128 MB
1435,5696,숫자 세기,수학,124,"출처,다국어,분류",22,52,70.968,8,1.41,1 초,128 MB
1436,5907,Bovine Alliance,"수학,그래프 이론,자료 구조,그래프 탐색,조합론,분리 집합","124,7,175,11,6,81","출처,다국어,분류",22,33,70.968,18,1.41,1 초,128 MB
1437,6567,Let it Bead,"수학,브루트포스 알고리즘,조합론,번사이드 보조정리","124,125,6,16","출처,다국어,분류",22,26,88.0,16,1.14,1 초,128 MB
1438,7936,N의 존재,"수학,정수론,이산 로그","124,95,146","스페셜 저지,출처,다국어,분류",22,265,14.57,24,6.86,5 초,128 MB
1439,8481,Generator,"수학,다이나믹 프로그래밍,구현,문자열,정수론,조합론,분할 정복,애드 혹,파싱,소수 판정,분할 정복을 이용한 거듭제곱,임의 정밀도 / 큰 수 연산,에라토스테네스의 체","124,25,102,158,95,6,24,109,96,9,39,117,67","출처,다국어,분류",22,102,36.667,23,2.73,2 초,256 MB
1440,10333,Space Golf,"수학,기하학,미적분학","124,100,111","스페셜 저지,출처,다국어,분류",22,36,64.706,17,1.55,1 초,256 MB
1441,11388,달리는 게임,"수학,그리디 알고리즘","124,33","출처,분류",22,90,38.596,14,2.59,1 초,512 MB
1442,13173,Ω,"수학,다이나믹 프로그래밍,조합론,분할 정복을 이용한 거듭제곱","124,25,6,39","출처,분류",22,62,44.0,14,2.27,1 초,512 MB
1443,13180,순열,"수학,조합론,확률론,기댓값의 선형성","124,6,177,179","출처,분류",22,25,91.667,20,1.09,2 초,512 MB
1444,13359,Fleecing the Raffle,"수학,조합론,미적분학","124,6,111","스페셜 저지,출처,다국어,분류",22,42,55.0,16,1.82,2 초,512 MB
