id,name,information,correct_user,submission_cnt,correct_rate
9544,Captain Obvious and the Rabbit-Man,"출처,다국어,분류",17,42,40.476
9545,폭탄 받아라,"스페셜 저지,출처,다국어,분류",33,103,35.87
9546,3000번 버스,"출처,다국어,분류",919,1406,72.937
9547,대통령 선거,"출처,다국어,분류",80,368,26.059
9548,무제,"출처,다국어,분류",24,130,29.63
9549,암호화된 비밀번호,"출처,다국어",14,52,51.852
9550,아이들은 사탕을 좋아해,"출처,다국어,분류",1537,2031,82.991
9551,바꾸기 놀이,"출처,다국어",3,36,20.0
9552,잠금 패턴,"출처,다국어",7,28,35.0
9553,양궁,"출처,다국어",21,95,33.871
9554,섬 연결하기,"스페셜 저지,출처,다국어",1,3,100.0
9555,대회 장소 준비,"출처,다국어",21,44,52.5
9556,수학 숙제,"출처,다국어,분류",13,62,37.143
9557,Arabic and English,"출처,다국어",136,269,54.839
9558,Between the Mountains,"출처,다국어,분류",74,127,62.185
9559,Circleland,"출처,다국어",12,25,50.0
9560,Dice on a Board,"출처,다국어",1,6,33.333
9561,Error,"출처,다국어",5,30,21.739
9562,Fence,"출처,다국어",1,2,50.0
9563,Go,"출처,다국어",1,4,50.0
9564,Homework,"출처,다국어",0,7,0.0
9565,Identify the Number,"출처,다국어",3,14,27.273
9566,Joy of the Cylinder Game,"출처,다국어",1,19,20.0
9567,Empty Stalls,"출처,다국어",26,51,56.522
9568,Line of Sight,"출처,다국어,분류",11,45,37.931
9569,No Change,"출처,다국어,분류",43,173,38.393
9570,Farmer John has no Large Brown Cow,"출처,다국어,분류",23,60,52.273
9571,Crowded Cows,"출처,다국어,분류",57,122,62.637
9572,Pogo-Cow,"출처,다국어,분류",25,99,39.062
9573,Combination Lock,"출처,다국어,분류",91,209,46.429
9574,Goldilocks and the N Cows,"출처,다국어,분류",33,79,53.226
9575,행운의 수,,296,746,53.818
9576,책 나눠주기,분류,1345,7270,25.915
9577,토렌트,분류,300,1189,31.185
9579,ASCII Puzzle,"스페셜 저지,출처,다국어,분류",11,60,18.333
9580,Bonus Cards,"스페셜 저지,출처,다국어,분류",15,67,26.316
9581,Cactus Automorphisms,"스페셜 저지,출처,다국어,분류",4,19,40.0
9582,Dictionary,"스페셜 저지,출처,다국어,분류",3,15,42.857
9583,Easy Geometry,"스페셜 저지,출처,다국어,분류",6,49,12.5
9584,Fraud Busters,"스페셜 저지,출처,다국어,분류",296,456,71.671
9585,Green Energy,"스페셜 저지,출처,다국어,분류",4,4,100.0
9586,Hack Protection,"출처,다국어",11,43,45.833
9587,Join the Conversation,"스페셜 저지,출처,다국어,분류",20,111,19.048
9588,Kabaleo Lite,"스페셜 저지,출처,다국어",7,19,41.176
9589,Mixing Colours,"출처,다국어,분류",5,23,21.739
9590,It Can Be Arranged,"출처,다국어,분류",13,26,65.0
9591,Shopping Malls,"출처,다국어,분류",10,17,90.909
9592,Decoding the Hallway,"출처,다국어",12,21,57.143
9593,Joe is learning to speak,"출처,다국어",3,18,23.077
9594,Odd and Even Zeroes,"출처,다국어,분류",15,23,93.75
9595,VivoParc,"스페셜 저지,출처,다국어",7,25,35.0
9596,바이너리 트리,"출처,다국어",16,57,51.613
9597,Trending Topic,"출처,다국어,분류",8,17,57.143
9598,Cleaning the Hallway,"스페셜 저지,출처,다국어",2,6,40.0
9599,Equal Sum Sets,"출처,다국어",35,47,87.5
9600,The Last Ant,"출처,다국어",10,11,100.0
9601,Count the Regions,"출처,다국어",9,11,81.818
9602,Clock Hands,"출처,다국어",7,11,63.636
9603,Dragon’s Cruller,"출처,다국어",7,15,46.667
9604,Directional Resemblance,"출처,다국어,분류",2,3,66.667
9605,Longest Chain,"출처,다국어,분류",8,66,18.182
9606,Don’t Burst the Balloon,"스페셜 저지,출처,다국어,분류",4,10,40.0
9607,Hidden Tree,"출처,다국어",3,14,27.273
9608,C(O|W|A*RD*|S)* CROSSWORD Puzzle,"출처,다국어",0,0,0.0
9609,PSU Campuses,"출처,다국어",14,14,100.0
9610,사분면,"출처,다국어,분류",1942,3055,72.355
9611,Vicinity,"출처,다국어",19,20,100.0
9612,Maximum Word Frequency,"출처,다국어,분류",150,197,80.645
9613,GCD 합,"출처,다국어,분류",5657,19329,37.503
9614,잠금 패턴과 스패닝 트리,"출처,다국어,분류",27,81,55.102
9615,Teaching Hazard,"출처,다국어",2,41,11.765
9616,홀수 정사각형,"출처,다국어",44,201,42.718
9617,SSD,"출처,다국어",10,34,32.258
9618,Airport Sort,"출처,다국어",15,95,57.692
9619,박스,"출처,다국어",7,42,23.333
9620,Meeting Room Arrangement,"출처,다국어,분류",33,38,89.189
9621,팰린드롬 여행,"스페셜 저지,출처,다국어",1,16,16.667
9622,Cabin Baggage,"출처,다국어",116,227,56.039
9623,부분 수열의 길이,"출처,다국어,분류",67,747,20.807
9624,Safari Park,"출처,다국어",0,0,0.0
9625,BABBA,"출처,다국어,분류",2609,4678,62.581
9626,크로스워드 퍼즐,"출처,다국어,분류",302,742,47.484
9627,문장,"출처,다국어",84,336,37.333
9628,KOLINJE,"스페셜 저지,출처,다국어",30,78,46.875
9629,두 정수의 거리,"출처,다국어,분류",27,63,62.791
9630,TV 송신기,"스페셜 저지,출처,다국어,분류",8,45,25.0
9631,The Alphabet Sticker,"출처,다국어",42,86,53.846
9632,Swyper Keyboard,"출처,다국어",4,11,40.0
9633,Increasing Shortest Path,"출처,다국어",16,250,12.598
9634,Cup of Cowards,"출처,다국어",8,61,30.769
9635,Balloons Colors,"출처,다국어,분류",59,68,88.06
9636,NASSA’s Robot,"출처,다국어",37,41,90.244
9637,The Stones Game,"출처,다국어",8,18,47.059
9638,Super Ants,"출처,다국어",0,0,0.0
9639,Omar Loves Candies,"출처,다국어",24,64,39.344
9640,Modified LCS,"출처,다국어",13,56,44.828
9641,Mario Kart,"출처,다국어",13,42,38.235
9642,Omar’s Bug,"출처,다국어",15,23,71.429
9643,Absurdistan Roads,"스페셜 저지,출처,다국어",18,74,31.034
9644,Battle for Silver,"출처,다국어,분류",27,73,38.028
9645,Card Trick,"스페셜 저지,출처,다국어,분류",17,28,65.385
9646,다이어그램과 태블로,"출처,다국어,분류",40,240,35.714
9647,Exponential Towers,"출처,다국어,분류",15,55,30.612
9648,First Date,"출처,다국어,분류",19,40,51.351
9649,Grachten,"출처,다국어,분류",37,47,80.435
9650,Highway of the Future,"출처,다국어",5,26,19.231
9651,Infix to Prefix,"출처,다국어",10,30,40.0
9652,Jingle Balls,"출처,다국어,분류",17,47,50.0
9653,스타워즈 로고,"출처,다국어,분류",5506,7966,74.285
9654,나부 함대 데이터,"출처,다국어,분류",4840,9668,56.41
9655,돌 게임,분류,4639,8102,66.442
9656,돌 게임 2,분류,2848,3843,80.497
9657,돌 게임 3,분류,1564,4061,48.708
9658,돌 게임 4,분류,1203,2916,48.704
9659,돌 게임 5,분류,1606,2748,69.314
9660,돌 게임 6,분류,1018,2146,53.243
9661,돌 게임 7,분류,683,1606,53.193
9662,돌 게임 8,분류,144,2969,8.108
9663,N-Queen,분류,12973,36655,53.286
9664,NASLJEDSTVO,"출처,다국어",109,253,52.913
9665,GMO,"출처,다국어,분류",41,111,43.617
9666,SUMO,"출처,다국어,분류",28,98,39.437
9667,GUMA,"출처,다국어,분류",18,63,43.902
9668,ČOKOLADE,"출처,다국어,분류",13,36,44.828
9669,UTRKA,"출처,다국어,분류",8,33,34.783
9670,Movie,"출처,다국어",1,4,100.0
9671,SMS Poll,"출처,다국어",0,0,0.0
9672,Traitor,"출처,다국어",0,0,0.0
9673,Intelligent Traffic Surveillance,"출처,다국어",0,0,0.0
9674,BitTorrent,"출처,다국어",0,2,0.0
9675,2D-Solar System,"출처,다국어",0,0,0.0
9676,Bowling Ball,"출처,다국어",0,1,0.0
9677,LED에 전원 같은 걸 끼얹기,"출처,다국어",0,1,0.0
9678,Mixed Flight Plans,"출처,다국어",0,1,0.0
9679,Sweeping Robot,"출처,다국어",0,0,0.0
9680,Wedding Hall,"출처,다국어",0,0,0.0
9681,Suitcases,"스페셜 저지,출처,다국어",0,0,0.0
9682,The Motorway,"스페셜 저지,출처,다국어",2,2,100.0
9683,Bytehattan,"출처,다국어",4,5,80.0
9684,The Carpenter,"출처,다국어",2,5,100.0
9685,Demonstrations,"출처,다국어",3,3,100.0
9686,The Exam,"스페셜 저지,출처,다국어,분류",24,51,53.333
9687,Speed Cameras,"출처,다국어",0,0,0.0
9688,Marbles,"출처,다국어",0,0,0.0
9689,The Hero,"출처,다국어",0,0,0.0
9690,Genetic Engineering,"출처,다국어",1,1,100.0
9691,Janosik,"출처,다국어",0,0,0.0
9692,Blankets,"스페셜 저지,출처,다국어",2,20,11.111
9693,시파르,"출처,다국어,분류",166,309,61.71
9694,무엇을 아느냐가 아니라 누구를 아느냐가 문제다,"스페셜 저지,출처,다국어,분류",86,241,46.486
9695,Filter And Perform,"출처,다국어",2,12,16.667
9696,Show Me The Operators,"출처,다국어",5,9,55.556
9697,THE SULTAN'S CHAPATI,"출처,다국어",4,5,100.0
9698,SAHUR & IMSA’,"출처,다국어",4,5,100.0
9699,RICE SACK,"출처,다국어",157,202,80.928
9700,RAINFOREST CANOPY,"출처,다국어",2,3,66.667
9701,EVEN POSITIVE CLOSURE SUM,"출처,다국어",0,0,0.0
9702,LIS,"출처,다국어,분류",32,96,52.459
9703,Anti-Arithmetic Permutation,"출처,다국어",0,0,0.0
9704,Longest Balanced Sub-Sequence,"출처,다국어",1,2,50.0
9705,CHARITY BOOTH RENTAL,"출처,다국어",0,0,0.0
9706,FIND THE MARBLES,"출처,다국어",1,1,100.0
9707,Supercap Travels,"출처,다국어",0,0,0.0
9708,Charles Babbage's Difference Engine,"출처,다국어",0,0,0.0
9709,Lights,"출처,다국어",0,3,0.0
9710,Rooks,"출처,다국어",0,0,0.0
9711,피보나치,"출처,다국어,분류",169,719,37.892
9712,Prefix Free Subsets,"출처,다국어",0,0,0.0
9713,Sum of Odd Sequence,"출처,다국어,분류",538,1033,61.839
9714,Spiral,"출처,다국어",4,4,100.0
9715,면적 구하기,"출처,다국어",44,61,83.019
9716,Table,"출처,다국어",3,4,75.0
9717,Huge Knight,"출처,다국어",1,3,50.0
9718,Matrix Transformation,"출처,다국어,분류",9,13,90.0
9719,Bi‐coloring,"출처,다국어",1,1,100.0
9720,Sorting,"출처,다국어",3,22,75.0
9722,Qurban 2011,"출처,다국어",0,4,0.0
9723,Right Triangle,"출처,다국어",81,104,81.818
9724,Perfect Cube,"출처,다국어",78,118,79.592
9725,Mod-3 Permutation,"출처,다국어",4,5,100.0
9726,Negative Binary,"출처,다국어",8,18,66.667
9727,Mini Sudoku X,"출처,다국어",27,108,42.188
9728,Pair Sum,"출처,다국어,분류",26,37,78.788
9729,XOR,"출처,다국어",2,11,22.222
9730,Sequence Merging,"출처,다국어",7,23,50.0
9731,Recurrence,"출처,다국어,분류",6,18,50.0
9732,Division Game,"출처,다국어,분류",4,10,100.0
9733,꿀벌,"출처,다국어,분류",193,678,45.412
9734,순환 소수,"출처,다국어",89,336,33.84
9735,삼차 방정식 풀기,"스페셜 저지,출처,다국어,분류",92,1510,12.218
9736,정이면체군,"출처,다국어",3,6,75.0
9737,Area Between Outer Hull and Inner Hull,"출처,다국어",1,6,16.667
9738,Sharkovski’s Ordering,"출처,다국어",5,8,83.333
9739,M M Detour,"출처,다국어",0,0,0.0
9740,More Fun in Bicol,"출처,다국어",0,0,0.0
9741,Interior Lattice Points,"출처,다국어",2,2,100.0
9742,순열,"출처,다국어,분류",272,922,40.416
9743,방정식 부수기,"스페셜 저지,출처,다국어",3,29,100.0
9753,짝 곱,"출처,다국어,분류",201,689,45.89
9763,마을의 친밀도,"출처,다국어,분류",66,326,29.333
9764,서로 다른 자연수의 합,"출처,다국어,분류",220,526,58.511
9765,여섯 방정식,"스페셜 저지,출처,다국어,분류",26,53,59.091
9800,Patience,"출처,다국어",0,0,0.0
9806,The King,"출처,다국어",0,0,0.0
9813,계산기,"출처,다국어,분류",12,361,13.483
9814,Coding of Permutations,"출처,다국어",2,4,100.0
9815,Cabric Number Problem,"출처,다국어",3,16,60.0
9816,Number of Locks,"출처,다국어",0,0,0.0
9817,Necklace of Beads,"출처,다국어,분류",21,101,53.846
9818,Quantity of White Mice,"출처,다국어",1,2,50.0
9819,Color Change of Go Game Pieces,"출처,다국어,분류",5,7,100.0
9820,Placement of Keys,"출처,다국어",0,3,0.0
9821,Selecting the Optimal Teaching Fiends,"출처,다국어",0,24,0.0
9822,Global Warming,"출처,다국어",2,2,100.0
9823,Trucking Diesel,"출처,다국어",0,0,0.0
9824,Ferries,"출처,다국어",1,1,100.0
9825,MODSUM,"출처,다국어,분류",6,10,100.0
9826,Pancake,"출처,다국어",0,21,0.0
9827,Forensic,"출처,다국어",0,0,0.0
9828,Walking,"출처,다국어",1,1,100.0
9829,Change,"출처,다국어",0,1,0.0
9830,Paint,"출처,다국어",0,0,0.0
9831,Tour,"출처,다국어",0,0,0.0
9832,TUTOR,"출처,다국어",0,0,0.0
9833,Sequence,"출처,다국어",0,0,0.0
9834,Card,"출처,다국어,분류",4,4,100.0
9835,BESTP,"출처,다국어,분류",3,6,60.0
9836,Sailing,"출처,다국어",0,0,0.0
9837,Weather,"출처,다국어",0,0,0.0
9838,XMAS,"출처,다국어",1,1,100.0
9839,Invest,"출처,다국어",0,0,0.0
9840,Lazycat,"출처,다국어",0,0,0.0
9841,Cipher,"스페셜 저지,출처,다국어",0,0,0.0
9842,Prime,"출처,다국어,분류",28,37,90.323
9843,LVM,"출처,다국어,분류",18,27,78.261
9844,Gecko,"출처,다국어,분류",16,17,94.118
9845,Housing,"출처,다국어",1,1,100.0
9846,Rank,"출처,다국어",1,2,50.0
9847,4SUM,"출처,다국어,분류",16,46,44.444
9848,Gift,"출처,다국어",40,46,88.889
9849,Rect,"출처,다국어,분류",15,20,88.235
9850,Cipher,"출처,다국어,분류",17,30,68.0
9851,Hole,"출처,다국어",0,1,0.0
9852,Jawbreak,"출처,다국어",0,0,0.0
9853,Street,"출처,다국어",0,0,0.0
9854,Battleships,"출처,다국어",0,0,0.0
9855,Cuckoo for Hashing,"출처,다국어",11,19,61.111
9856,Playing Fair with Cryptography,"출처,다국어",9,21,42.857
9857,Rent-A-Pixel,"출처,다국어",2,3,66.667
9858,Stampede!,"출처,다국어",7,19,50.0
9859,Super Phyllis,"출처,다국어",5,10,50.0
9860,Tree Lighting,"출처,다국어",0,0,0.0
9861,The Urge to Merge,"출처,다국어",8,15,57.143
9862,Xenospeak,"출처,다국어",6,17,37.5
9863,Calling All Programmers,"출처,다국어",9,13,75.0
9864,Rocky,"출처,다국어",0,0,0.0
9865,Undercut,"출처,다국어",0,0,0.0
9866,Vacation Planning,"출처,다국어,분류",49,160,41.88
9867,Optimal Milking,"출처,다국어,분류",65,148,54.622
9868,The Bessie Shuffle,"출처,다국어,분류",17,57,37.778
9869,Milk Scheduling,"출처,다국어,분류",89,278,38.528
9870,Vacation Planning,"출처,다국어,분류",63,222,32.143
9871,The Bessie Shuffle,"출처,다국어,분류",14,57,31.111
9872,Record Keeping,"출처,다국어",170,350,60.284
9873,Cow Baseball,"출처,다국어",177,343,65.074
9874,Wormholes,"출처,다국어,분류",38,105,46.341
9875,Cow Curling,"출처,다국어,분류",25,101,38.462
9876,Building a Ski Course,"출처,다국어,분류",10,26,58.824
9877,Ski Course Rating,"출처,다국어,분류",60,168,56.604
9878,Bessie Slows Down,"출처,다국어,분류",42,131,43.299
9879,Cross Country Skiing,"출처,다국어,분류",39,82,52.0
9880,Recording the Moolympics,"출처,다국어,분류",38,84,53.521
9881,Ski Course Design,"출처,다국어",145,381,44.753
9882,Balanced Teams,"출처,다국어",58,103,67.442
9883,Morton Numbers,"출처,다국어,분류",18,36,72.0
9884,Euclid,"출처,다국어,분류",33,41,84.615
9885,Claws,"출처,다국어",0,0,0.0
9886,E-Casino,"출처,다국어",1,1,100.0
9887,Genome,"출처,다국어",0,1,0.0
9888,Fludtown,"출처,다국어",0,0,0.0
9889,Heng,"출처,다국어",0,0,0.0
9890,Matrix,"출처,다국어",0,0,0.0
9891,Rect,"출처,다국어",0,0,0.0
9892,Width,"출처,다국어",0,0,0.0
9893,Paths,"출처,다국어",1,2,50.0
9894,Pair,"출처,다국어",0,0,0.0
9895,Word,"출처,다국어",0,0,0.0
9932,미스테리,채점 준비 중,0,0,0.0
9933,민균이의 비밀번호,"출처,다국어,분류",1685,5919,33.693
9934,완전 이진 트리,"출처,다국어,분류",906,1822,66.325
9935,문자열 폭발,"출처,다국어,분류",3672,26433,21.764
9936,체스로 도미노를 타자,"출처,다국어,분류",109,573,27.806
9937,직선으로 만드는 삼각형,"출처,다국어,분류",100,527,29.762
9938,방 청소,"출처,다국어,분류",614,2674,30.762
9939,Bowling Score Assistant,"출처,다국어",6,46,14.634
9940,Spectrum,"출처,다국어",4,12,100.0
9941,One Move from Towers of Hanoi,"출처,다국어,분류",22,50,51.163
9942,하노이의 네 탑,"출처,다국어,분류",69,347,37.297
9943,Light Switches,"출처,다국어",7,80,21.212
9944,NxM 보드 완주하기,"출처,다국어,분류",370,1908,29.935
9945,Centroid of Point Masses,"출처,다국어",59,111,67.045
9946,단어 퍼즐,"출처,다국어,분류",553,1035,64.982
9947,Coin tossing,"출처,다국어,분류",94,120,81.034
9948,Have you had your birthday yet?,"출처,다국어",80,116,70.796
9949,Hide those Letters,"출처,다국어",91,169,56.173
9950,Rectangles,"출처,다국어",178,197,93.194
9951,Word Extraction,"출처,다국어",28,99,30.435
9952,Bree's pantry,"출처,다국어",11,20,68.75
9953,Paula's search,"출처,다국어,분류",25,43,73.529
9954,Cedric's Cypher,"출처,다국어",83,113,84.694
9955,Recycling,"출처,다국어",1,2,50.0
9956,Reversing Words,"출처,다국어",15,25,62.5
9957,Word Crosses,"출처,다국어",0,46,0.0
9958,All Squares,"출처,다국어",0,0,0.0
9959,Dominosa,"출처,다국어",1,3,50.0
9960,Digit Sums,"출처,다국어",1,1,100.0
9961,Stamps,"출처,다국어",1,5,25.0
9962,Assimilation,"출처,다국어",0,0,0.0
9971,The Hardest Problem Ever,"출처,다국어",234,391,66.857
9972,Rubik’s Cube Solver,"출처,다국어,분류",4,6,80.0
9973,Polar Explorer,"출처,다국어,분류",7,21,36.842
9974,Door Man,"출처,다국어",0,0,0.0
9975,The Umbrella Problem: 2054,"출처,다국어",0,0,0.0
9976,"Blue Gene, Jr.","출처,다국어",0,0,0.0
9977,Byte Me!,"출처,다국어",2,4,50.0
9978,World’s Worst Bus Schedule,"출처,다국어",0,0,0.0
9979,Does This Make Me Look Fat?,"출처,다국어",2,5,40.0
9980,Manifest Destiny,"출처,다국어",0,0,0.0
9981,Treasure Hunters,"출처,다국어",0,0,0.0
9982,Frogger's For Dinner,"출처,다국어",0,0,0.0
9983,더 푸르게,"출처,다국어,분류",22,104,37.288
9984,Get Out 'Da Way!,"출처,다국어",0,0,0.0
9985,Missing Piece 2001,"출처,다국어",17,59,41.463
9986,Asteroids!,"출처,다국어",0,1,0.0
9987,포켓몬 마스터,번외,454,2148,29.028
9988,Roadblock,"출처,다국어,분류",60,109,63.158
9989,Cow Decathlon,"출처,다국어",18,36,69.231
9990,Airplane Boarding,"출처,다국어",3,16,100.0
9991,Auto-Complete,"출처,다국어,분류",75,274,34.884
9992,비밀 메시지,"출처,다국어,분류",48,92,63.158
9993,Mirror Field,"스페셜 저지,출처,다국어",49,145,41.88
9994,Secret Code,"출처,다국어,분류",41,94,47.674
9995,HM과 TM,번외,27,80,51.923
9996,한국이 그리울 땐 서버에 접속하지,"출처,다국어,분류",992,4440,27.912
9997,폰트,"출처,다국어,분류",314,1151,37.74
9998,블록 쌓기,"출처,다국어,분류",93,476,31.0
9999,구구,번외,2634,18796,18.442
10000,원 영역,"출처,다국어,분류",193,786,38.37
10001,Hash,"출처,다국어",28,202,21.875
10003,Tower Defense Game,"스페셜 저지,출처,다국어,분류",14,36,51.852
10004,Bytecomputer,"출처,다국어,분류",23,58,42.593
10005,Maze,"스페셜 저지,출처,다국어,분류",1,3,33.333
10006,Colorful Chain,"출처,다국어,분류",21,62,40.385
10007,레이저,"출처,다국어,분류",25,226,19.841
10008,Polarization,"출처,다국어,분류",20,107,28.986
10009,Loteria 2,"출처,다국어",0,0,0.0
10010,Bajtokrąg,"출처,다국어",1,1,100.0
10011,Zadanie Eulera,"출처,다국어",0,0,0.0
10012,Kamyki,"출처,다국어",0,0,0.0
10013,Graf planarny,"출처,다국어",0,0,0.0
10014,Traveling Saga Problem,"출처,다국어,분류",18,192,12.587
10015,Śnieżyca,"출처,다국어",0,11,0.0
10016,Świetliki,"스페셜 저지,출처,다국어",0,0,0.0
10017,Tester wioseł,"출처,다국어",0,0,0.0
10018,The Lazy Cow,"출처,다국어",8,28,61.538
10019,Sabotage,"출처,다국어",24,76,38.095
10020,Counting Friends,"출처,다국어,분류",13,49,30.233
10021,Watering the Fields,"출처,다국어,분류",156,633,32.911
10022,The Lazy Cow,"출처,다국어,분류",27,69,43.548
10023,Mooo Moo,"출처,다국어,분류",32,64,55.172
10024,Reordering the Cows,"출처,다국어,분류",60,152,42.254
10025,게으른 백곰,"출처,다국어,분류",364,1441,35.034
10026,적록색약,"출처,다국어,분류",8590,18730,58.206
10027,CSS,"출처,다국어,분류",6,157,35.294
10028,HISTOGRAMI,"스페셜 저지,출처,다국어,분류",12,29,44.444
10029,MOSTOVI,"출처,다국어,분류",8,24,36.364
10030,Fair Photography,"출처,다국어",18,129,19.355
10031,Cow Optics,"출처,다국어",11,36,39.286
10032,Code Breaking,"출처,다국어",3,14,27.273
10033,Fair Photography,"출처,다국어,분류",33,149,49.254
10034,Odometer,"출처,다국어",10,29,43.478
10035,Odometer,"출처,다국어,분류",36,94,44.444
10036,Fair Photography,"출처,다국어,분류",22,148,22.0
10037,Decorating the Pastures,"출처,다국어,분류",21,45,55.263
10038,Dueling GPSs,"출처,다국어,분류",25,60,44.643
10039,평균 점수,"출처,다국어,분류",26612,46168,65.315
10040,투표,"출처,다국어,분류",555,1041,59.613
10041,관광,"출처,다국어",155,334,52.013
10042,部活のスケジュール表,"출처,다국어,분류",17,20,89.474
10043,タクシー,"출처,다국어",34,108,47.887
10044,小籠包,"출처,다국어",4,4,100.0
10045,JOI 紋章,"출처,다국어",30,52,75.0
10046,IOI 饅頭,"출처,다국어",30,56,69.767
10047,バームクーヘン,"출처,다국어,분류",30,48,63.83
10048,フクロモモンガ,"출처,다국어,분류",28,37,84.848
10049,切り取り線,"출처,다국어,분류",17,61,68.0
10050,블록,"스페셜 저지,출처,다국어,분류",27,79,38.571
10051,Buffed Buffet,"스페셜 저지,출처,다국어",7,59,21.875
10052,Crane Balancing,"출처,다국어,분류",17,117,22.973
10053,필승 전략,"출처,다국어,분류",19,85,25.0
10054,Maze Reduction,"출처,다국어",12,57,28.571
10055,Messenger,"스페셜 저지,출처,다국어,분류",4,98,4.706
10056,Metal Processing Plant,"출처,다국어,분류",25,148,21.186
10057,Pachinko,"스페셜 저지,출처,다국어,분류",3,13,42.857
10058,센서 네트워크,"스페셜 저지,출처,다국어,분류",37,302,19.577
10059,Skiing,"출처,다국어",0,0,0.0
10060,감시 카메라,"출처,다국어,분류",41,379,15.649
10061,Wire Crossing,"출처,다국어",0,3,0.0
10062,은기의 DNA 분자,"출처,다국어",13,46,48.148
10063,KOSTA,"스페셜 저지,출처,다국어",5,14,35.714
10064,GRAD,"스페셜 저지,출처,다국어",3,10,50.0
10065,KRAVE,"출처,다국어",13,19,68.421
10066,팰린드롬,"출처,다국어,분류",42,343,25.301
10067,수열 나누기,"스페셜 저지,출처,다국어,분류",165,1716,15.264
10068,구슬이 서말이라도 꿰어야 보배,"출처,다국어,분류",35,233,20.588
10069,Rail,"서브태스크,출처,다국어,언어 제한,함수 구현",8,25,32.0
10070,벽,"출처,다국어,분류",121,394,49.388
10071,Game,"서브태스크,출처,다국어,언어 제한,함수 구현,분류",17,73,37.778
10072,곤돌라 - 곤돌라 수열 확인,"출처,다국어,분류",54,193,33.129
10073,곤돌라 - 교체 수열,"스페셜 저지,출처,다국어,분류",43,103,47.778
10074,곤돌라 - 교체 수열의 개수 세기,"출처,다국어,분류",36,105,36.0
10075,친구,"출처,다국어,분류",52,148,49.524
10076,휴가,"출처,다국어,분류",52,404,16.404
10077,Orchard,"서브태스크,출처,다국어",2,2,100.0
10078,Sightseeing,"출처,다국어",3,11,100.0
10079,CATS,"출처,다국어",1,1,100.0
10080,Obelisk,"출처,다국어",2,6,33.333
10081,Big Circle,"스페셜 저지,출처,다국어",7,28,41.176
10082,Fuleco and Brazil ant,"출처,다국어",3,10,75.0
10083,Strategy,"출처,다국어",1,5,25.0
10084,Mascot Song,"출처,다국어",0,0,0.0
10085,Tickets,"출처,다국어",0,0,0.0
10086,Andres Iniesta,"출처,다국어",0,0,0.0
10087,Orbit,"스페셜 저지,출처,다국어",0,0,0.0
10088,XOR,"출처,다국어",1,42,20.0
10089,Profit,"스페셜 저지,출처,다국어",18,128,16.364
10090,Counting Inversions,"출처,다국어,분류",412,1516,39.615
10091,Cyclic Marathon,"스페셜 저지,출처,다국어",4,15,40.0
10092,Decreasing Sequences of Points,"출처,다국어",3,6,50.0
10093,숫자,"출처,다국어,분류",1794,8806,23.253
10096,세 친구,"출처,다국어,분류",73,356,27.547
10097,수열,"출처,다국어",14,50,53.846
10098,양분,"스페셜 저지,출처,다국어,분류",6,19,46.154
10099,Portals,"출처,다국어,분류",24,85,36.364
10100,Senior Postmen,"스페셜 저지,출처,다국어",22,50,62.857
10101,삼각형 외우기,"출처,다국어,분류",3598,7075,56.537
10102,개표,"출처,다국어,분류",2033,3169,69.504
10103,주사위 게임,"출처,다국어,분류",2288,2759,88.958
10104,Party Invitation,"출처,다국어,분류",33,56,67.347
10105,Assigning Partners,"출처,다국어",17,30,65.385
10106,The Geneva Confection,"출처,다국어",4,6,66.667
10107,Tinted Glass Window,"출처,다국어",2,2,100.0
10108,Lazy Fox,"출처,다국어",2,2,100.0
10109,Troyangles,"출처,다국어,분류",14,30,53.846
10110,King Gruff,"출처,다국어",2,2,100.0
10111,Werewolf,"출처,다국어",2,30,100.0
10112,Where’s That Fuel?,"출처,다국어",2,2,100.0
10113,Early Exam Evacuation,"출처,다국어",2,2,100.0
10114,Gates,"스페셜 저지,출처,다국어",0,0,0.0
10116,The Forest of Fangorn,"서브태스크,출처,다국어,분류",1,1,100.0
10118,007,"서브태스크,점수,출처,다국어",1,1,100.0
10119,Cake,"서브태스크,출처,다국어,분류",2,2,100.0
10120,The Wall,"서브태스크,출처,다국어,분류",1,1,100.0
10121,Salad Bar,"출처,다국어,분류",59,240,29.353
10122,Hotels,"출처,다국어,분류",64,182,54.237
10123,Bricks,"스페셜 저지,출처,다국어,분류",28,149,21.538
10124,Couriers,"출처,다국어,분류",59,256,28.922
10125,Snake,"스페셜 저지,출처,다국어,분류",1,4,25.0
10126,Cards,"출처,다국어,분류",45,109,44.554
10127,criminals,"출처,다국어,분류",22,57,41.509
10128,Supercomputer,"출처,다국어,분류",27,91,41.538
10129,작은 새,"출처,다국어,분류",108,373,43.548
10130,Rally,"스페셜 저지,출처,다국어,분류",10,76,23.81
10131,FarmCraft,"출처,다국어,분류",50,186,30.12
10132,Around the world,"출처,다국어,분류",27,181,16.981
10133,Ant colony,"출처,다국어,분류",35,113,36.082
10134,Tourism,"출처,다국어,분류",6,41,19.355
10135,Solar lamps,"출처,다국어,분류",21,310,7.749
10136,Solar Panels,"출처,다국어,분류",48,258,22.967
10137,Freight,"출처,다국어,분류",31,134,35.227
10138,Kuglarz,"출처,다국어",2,4,100.0
10139,Lustra,"출처,다국어",5,7,71.429
10140,Bohater,"출처,다국어",0,3,0.0
